OrderID,Amount,Tax,Currency,Date,Time,FileName
271905,10.00 EUR,1.51,EUR,27-10-2024,20:39:41,hds-04-20241027_203941-6631.stm
272607,4.50 GBP,0.75 GBP[mag][bold: off],EUR,28-10-2024,12:49:39,hds-04-20241028_124939-6775.stm
276864,19.90 GBP,0.00 GBP[mag][bold: off],EUR,02-11-2024,10:36:24,hds-03-20241102_103642-6391.stm
1437137,3.50 EUR,0.53,EUR,31-10-2024,22:16:55,hds-03-20241031_221656-6952.stm
1425034,2.50 EUR,0.38,EUR,29-10-2024,10:48:27,hds-04-20241029_104827-6862.stm
272142,1.50 EUR,0.23,EUR,28-10-2024,09:58:25,hds-04-20241028_095826-6798.stm
275577,7.90 GBP,0.00 GBP[mag][bold: off],EUR,31-10-2024,12:50:23,hds-03-20241031_125023-6391.stm
1424720,4.50 EUR,0.69,EUR,29-10-2024,09:37:08,hds-03-20241029_093709-6862.stm
273203,9.70 GBP,0.00 GBP[mag][bold: off],EUR,29-10-2024,10:55:24,hds-03-20241029_105524-6775.stm
271514,36.60 EUR,4.58,EUR,26-10-2024,17:19:42,hds-03-20241026_161946-6683.stm
,,,EUR,,,hds-04-20241029_193710-6986.stm
,,,EUR,,,hds-04-20241029_191617-6986.stm
1435092,,,EUR,31-10-2024,12:19:34,hds-04-20241031_121934-6529.stm
,,,EUR,,,hds-03-20241028_104333-6798.stm
,,,EUR,,,hds-04-20241029_093050-6798.stm
,,,EUR,,,hds-03-20241026_192239-6986.stm
271482,11.75 EUR,1.80,EUR,26-10-2024,16:01:13,hds-03-20241026_150113-6631.stm
1437023,2.40 EUR,0.37,EUR,31-10-2024,20:22:49,hds-03-20241031_202249-6454.stm
,,,EUR,,,hds-04-20241029_193023-6986.stm
1426902,1.40 EUR,0.21,EUR,29-10-2024,13:23:55,hds-03-20241029_132355-6454.stm
271873,5.50 EUR,0.82,EUR,27-10-2024,18:19:44,hds-03-20241027_181945-6631.stm
271686,7.00 EUR,1.07,EUR,27-10-2024,09:40:48,hds-03-20241027_094048-6631.stm
,,,EUR,,,hds-03-20241029_162334-7018.stm
271183,15.00 EUR,2.29,EUR,25-10-2024,19:27:56,hds-04-20241025_182757-6631.stm
,,,EUR,,,hds-04-20241030_120528-6789.stm
273062,15.30 EUR,2.34,EUR,29-10-2024,09:30:50,hds-04-20241029_093051-6798.stm
271401,8.00 EUR,1.22,EUR,26-10-2024,13:32:03,hds-03-20241026_123203-6798.stm
1423520,10.80 EUR,1.65,EUR,28-10-2024,18:16:31,hds-03-20241028_181631-6953.stm
275282,3.70 EUR,0.56,EUR,31-10-2024,11:11:16,hds-03-20241031_111117-6798.stm
272694,6.15 GBP,0.00 GBP[mag][bold: off],EUR,28-10-2024,13:49:59,hds-04-20241028_134959-6775.stm
272587,135.00 GBP,inf GBP[mag][bold: off],EUR,28-10-2024,12:42:34,hds-03-20241028_124234-6775.stm
,,,EUR,,,hds-04-20241029_111902-7018.stm
1435525,,,EUR,31-10-2024,12:41:02,hds-03-20241031_124102-6529.stm
1419735,4.60 EUR,0.68,EUR,27-10-2024,11:46:04,hds-03-20241027_114604-6454.stm
272153,2.80 GBP,0.00 GBP[mag][bold: off],EUR,28-10-2024,10:08:35,hds-03-20241028_100835-6775.stm
,,,EUR,,,hds-03-20241027_183347-6394.stm
,,,EUR,,,hds-03-20241102_092143-7018.stm
,128.82 EUR,18.77,EUR,,,hds-03-20241029_143618-6970.stm
273785,19.30 GBP,0.00 GBP[mag][bold: off],EUR,29-10-2024,15:57:09,hds-04-20241029_155714-6391.stm
274744,2.50 EUR,0.38,EUR,30-10-2024,14:36:45,hds-04-20241030_143645-6631.stm
,,,EUR,,,hds-03-20241026_192600-6394.stm
,,,EUR,,,hds-03-20241030_090028-6798.stm
,,,EUR,,,hds-04-20241026_121816-6725.stm
,,,EUR,,,hds-03-20241029_134245-6798.stm
1426428,,,EUR,29-10-2024,12:46:09,hds-03-20241029_124609-6529.stm
271491,5.00 EUR,0.76,EUR,26-10-2024,16:17:13,hds-03-20241026_151714-6631.stm
1422526,15.80 EUR,2.41,EUR,28-10-2024,12:36:49,hds-03-20241028_123649-6841.stm
273516,3.90 EUR,0.59,EUR,29-10-2024,12:30:23,hds-04-20241029_123024-6798.stm
271097,18.50 GBP,3.08 GBP[mag][bold: off],EUR,25-10-2024,15:57:05,hds-04-20241025_145705-6775.stm
,,,EUR,,,hds-04-20241028_105605-6684.stm
272870,5.92 EUR,0.91,EUR,28-10-2024,19:52:35,hds-04-20241028_195236-6544.stm
,,,EUR,,,hds-04-20241031_204637-6514.stm
,,,EUR,,,hds-03-20241029_154043-6798.stm
1424635,,,EUR,29-10-2024,09:21:15,hds-04-20241029_092115-6529.stm
1426839,3.50 GBP,0.58 GBP[mag][bold: off],EUR,29-10-2024,13:16:29,hds-03-20241029_131629-6352.stm
1422739,5.20 EUR,0.79,EUR,28-10-2024,12:55:40,hds-03-20241028_125540-6841.stm
1424142,2.50 EUR,0.38,EUR,29-10-2024,08:04:33,hds-03-20241029_080434-6862.stm
273570,9.90 EUR,1.49,EUR,29-10-2024,12:49:14,hds-03-20241029_124915-6798.stm
,,,EUR,,,hds-03-20241031_115522-6798.stm
1424146,4.00 EUR,0.61,EUR,29-10-2024,08:04:47,hds-03-20241029_080447-6841.stm
,,,EUR,,,hds-03-20241026_073921-6971.stm
,,,EUR,,,hds-03-20241026_203706-6986.stm
,,,EUR,,,hds-03-20241102_085225-6605.stm
,,,EUR,,,hds-03-20241031_124707-7018.stm
,128.82 EUR,18.77,EUR,,,hds-04-20241029_143442-6970.stm
,80.00 EUR,12.20,EUR,,,hds-03-20241027_095545-6953.stm
275396,21.60 EUR,3.28,EUR,31-10-2024,11:55:22,hds-03-20241031_115523-6798.stm
,,,EUR,,,hds-03-20241029_124914-6798.stm
,,,EUR,,,hds-03-20241102_095909-6798.stm
,,,EUR,,,hds-03-20241028_135145-6789.stm
275746,2.00 EUR,0.31,EUR,31-10-2024,15:27:12,hds-04-20241031_152712-6798.stm
276608,7.50 EUR,1.15,EUR,01-11-2024,16:56:51,hds-03-20241101_165651-6544.stm
,,,EUR,,,hds-04-20241029_192314-6394.stm
,,,EUR,,,hds-04-20241029_082853-6798.stm
,,,EUR,,,hds-04-20241101_094619-6683.stm
,,,EUR,,,hds-04-20241028_111501-6798.stm
271791,12.50 EUR,1.91,EUR,27-10-2024,14:55:35,hds-03-20241027_145535-6631.stm
274982,8.00 EUR,1.22,EUR,31-10-2024,07:54:23,hds-03-20241031_075424-6798.stm
,,,EUR,,,hds-04-20241030_172217-7018.stm
275679,2.50 EUR,0.38,EUR,31-10-2024,13:52:41,hds-03-20241031_135241-6798.stm
1429986,1.10 EUR,0.15,EUR,30-10-2024,10:01:46,hds-04-20241030_100146-6454.stm
,,,EUR,,,hds-04-20241031_102351-6689.stm
276042,5.30 EUR,0.81,EUR,01-11-2024,09:39:14,hds-03-20241101_093914-6631.stm
,,,EUR,,,hds-04-20241026_083557-7018.stm
271867,10.55 EUR,1.62,EUR,27-10-2024,18:00:22,hds-03-20241027_180025-6544.stm
,,,EUR,,,hds-04-20241102_100049-6970.stm
,,,EUR,,,hds-04-20241029_173435-6986.stm
,,,EUR,,,hds-03-20241029_121151-7018.stm
,,,EUR,,,hds-03-20241029_095748-6529.stm
271447,5.30 EUR,0.81,EUR,26-10-2024,14:33:27,hds-03-20241026_133327-6631.stm
,,,EUR,,,hds-04-20241030_103752-6684.stm
1438086,8.50 EUR,1.29,EUR,01-11-2024,10:47:27,hds-04-20241101_104728-6862.stm
,,,EUR,,,hds-03-20241030_112536-6559.stm
,,,EUR,,,hds-04-20241031_111619-6798.stm
1425905,1.50 GBP,0.25 GBP[mag][bold: off],EUR,29-10-2024,12:18:11,hds-04-20241029_121811-6352.stm
1427901,5.30 EUR,0.80,EUR,29-10-2024,19:02:27,hds-03-20241029_190228-6454.stm
,,,EUR,,,hds-03-20241026_104654-6798.stm
1437874,5.90 EUR,0.90,EUR,01-11-2024,09:51:44,hds-03-20241101_095145-6841.stm
274028,20.80 EUR,1.48,EUR,30-10-2024,08:55:04,hds-03-20241030_085505-6631.stm
,,,EUR,,,hds-04-20241101_103600-6391.stm
271929,3.50 EUR,0.53,EUR,28-10-2024,06:43:48,hds-04-20241028_064349-6798.stm
,,,EUR,,,hds-03-20241027_131915-7018.stm
,,,EUR,,,hds-04-20241030_160445-6798.stm
1430021,5.50 EUR,0.84,EUR,30-10-2024,10:10:12,hds-04-20241030_101012-6862.stm
271685,2.50 EUR,0.38,EUR,27-10-2024,09:39:30,hds-04-20241027_093931-6631.stm
274947,5.50 EUR,0.84,EUR,31-10-2024,06:54:29,hds-04-20241031_065430-6798.stm
,,,EUR,,,hds-04-20241030_122836-7018.stm
272041,2.00 EUR,0.31,EUR,28-10-2024,08:51:28,hds-03-20241028_085128-6631.stm
,,,EUR,,,hds-04-20241029_193356-7018.stm
275355,1.50 EUR,0.23,EUR,31-10-2024,11:38:07,hds-03-20241031_113807-6798.stm
,,,EUR,,,hds-04-20241025_163806-7018.stm
271441,13.30 EUR,2.03,EUR,26-10-2024,14:20:01,hds-04-20241026_132001-6631.stm
1433960,9.50 EUR,1.45,EUR,31-10-2024,09:40:10,hds-03-20241031_094011-6862.stm
271333,41.60 EUR,6.36,EUR,26-10-2024,11:33:58,hds-03-20241026_103359-6683.stm
,,,EUR,,,hds-04-20241101_125923-6789.stm
1424265,2.00 EUR,0.31,EUR,29-10-2024,08:31:55,hds-04-20241029_083155-6841.stm
276250,13.40 GBP,0.00 GBP[mag][bold: off],EUR,01-11-2024,12:01:43,hds-04-20241101_120151-6391.stm
272816,4.00 EUR,0.61,EUR,28-10-2024,17:13:33,hds-04-20241028_171334-6806.stm
1436607,10.70 EUR,1.60,EUR,31-10-2024,16:08:52,hds-04-20241031_160852-6970.stm
272231,4.00 EUR,0.61,EUR,28-10-2024,10:46:58,hds-04-20241028_104659-6683.stm
,,,EUR,,,hds-03-20241101_133903-6514.stm
,,,EUR,,,hds-04-20241028_112815-6391.stm
,,,EUR,,,hds-04-20241101_145329-7018.stm
,,,EUR,,,hds-04-20241028_104658-6683.stm
272886,9.30 EUR,1.39,EUR,28-10-2024,21:56:22,hds-03-20241028_215623-6631.stm
276658,8.00 EUR,1.23,EUR,01-11-2024,18:39:39,hds-03-20241101_183939-6806.stm
275780,11.20 EUR,1.69,EUR,31-10-2024,16:43:19,hds-03-20241031_164320-6631.stm
1420945,4.10 EUR,0.63,EUR,28-10-2024,08:23:39,hds-04-20241028_082340-6841.stm
276821,4.00 EUR,0.59,EUR,02-11-2024,09:23:53,hds-04-20241102_092353-6631.stm
1434781,,,EUR,31-10-2024,12:07:24,hds-04-20241031_120724-6529.stm
273289,5.00 EUR,0.76,EUR,29-10-2024,11:27:52,hds-04-20241029_112753-6798.stm
1435026,1.25 EUR,0.19,EUR,31-10-2024,12:16:37,hds-04-20241031_121637-6862.stm
1437793,9.00 EUR,1.14,EUR,01-11-2024,09:29:52,hds-03-20241101_092952-6454.stm
,,,EUR,,,hds-04-20241026_110803-7018.stm
,,,EUR,,,hds-04-20241101_091520-6798.stm
,,,EUR,,,hds-03-20241028_180623-7018.stm
273120,5.00 EUR,0.76,EUR,29-10-2024,10:09:13,hds-04-20241029_100914-6631.stm
,,,EUR,,,hds-04-20241029_144057-6798.stm
,,,EUR,,,hds-04-20241026_105306-7018.stm
,,,EUR,,,hds-03-20241029_120945-6529.stm
,,,EUR,,,hds-04-20241026_114847-6684.stm
,,,EUR,,,hds-04-20241031_091239-6529.stm
274306,9.50 EUR,1.45,EUR,30-10-2024,11:18:46,hds-03-20241030_111847-6798.stm
272709,2.80 EUR,0.43,EUR,28-10-2024,14:11:34,hds-03-20241028_141134-6631.stm
,,,EUR,,,hds-03-20241029_090532-6529.stm
276533,24.00 EUR,3.66,EUR,01-11-2024,14:40:43,hds-03-20241101_144044-6631.stm
1420707,16.15 EUR,2.46,EUR,27-10-2024,22:26:51,hds-03-20241027_222651-6953.stm
,,,EUR,,,hds-03-20241026_114632-7018.stm
1421663,5.50 EUR,0.84,EUR,28-10-2024,11:28:26,hds-04-20241028_112826-6862.stm
1437108,3.20 EUR,0.49,EUR,31-10-2024,21:30:50,hds-04-20241031_213051-6953.stm
,,,EUR,,,hds-03-20241029_130648-6529.stm
271590,45.00 EUR,6.86,EUR,26-10-2024,19:25:39,hds-03-20241026_182539-6514.stm
274940,3.50 EUR,0.53,EUR,30-10-2024,23:21:13,hds-04-20241030_232114-6544.stm
271119,5.60 EUR,0.82,EUR,25-10-2024,16:30:56,hds-03-20241025_153056-6631.stm
,2.10 EUR,0.31,EUR,,,hds-03-20241025_204809-6970.stm
1420910,2.00 EUR,0.31,EUR,28-10-2024,08:15:06,hds-03-20241028_081506-6862.stm
272833,6.00 EUR,0.92,EUR,28-10-2024,18:05:04,hds-04-20241028_181816-6725.stm
,,,EUR,,,hds-03-20241102_101726-7018.stm
,,,EUR,,,hds-03-20241029_094706-6683.stm
271506,3.00 EUR,0.44,EUR,26-10-2024,16:50:07,hds-03-20241026_155007-6631.stm
271874,4.00 EUR,0.61,EUR,27-10-2024,18:25:57,hds-03-20241027_182557-6806.stm
275765,2.10 GBP,0.00 GBP[mag][bold: off],EUR,31-10-2024,16:10:34,hds-04-20241031_161034-6775.stm
,,,EUR,,,hds-03-20241031_133015-6789.stm
273072,10.80 EUR,1.18,EUR,29-10-2024,09:40:43,hds-04-20241029_094043-6798.stm
,,,EUR,,,hds-04-20241101_122900-6391.stm
,,,EUR,,,hds-04-20241030_093209-6798.stm
271701,5.90 EUR,0.88,EUR,27-10-2024,10:38:21,hds-03-20241027_103821-6631.stm
271414,1.50 EUR,0.21,EUR,26-10-2024,13:45:52,hds-04-20241026_124552-6631.stm
,,,EUR,,,hds-03-20241028_065241-6798.stm
,,,EUR,,,hds-04-20241102_085459-7018.stm
,,,EUR,,,hds-04-20241101_091653-6789.stm
272000,5.50 EUR,inf,EUR,28-10-2024,08:23:29,hds-04-20241028_082329-6631.stm
1436526,1.30 EUR,0.20,EUR,31-10-2024,15:16:23,hds-03-20241031_151623-6454.stm
271574,26.50 EUR,4.04,EUR,26-10-2024,18:56:25,hds-03-20241026_175626-6514.stm
271597,33.10 EUR,5.05,EUR,26-10-2024,19:40:11,hds-03-20241026_184012-6725.stm
272846,55.00 EUR,8.40,EUR,28-10-2024,18:40:05,hds-04-20241028_184005-6514.stm
1437424,7.50 EUR,1.14,EUR,01-11-2024,08:21:45,hds-03-20241101_082145-6862.stm
,,,EUR,,,hds-03-20241030_140004-6529.stm
272972,5.00 EUR,0.76,EUR,29-10-2024,08:24:23,hds-03-20241029_082424-6798.stm
,,,EUR,,,hds-04-20241026_095309-6391.stm
,,,EUR,,,hds-03-20241026_121023-6798.stm
1426195,,,EUR,29-10-2024,12:32:47,hds-03-20241029_123247-6529.stm
271694,7.00 EUR,1.07,EUR,27-10-2024,10:18:12,hds-04-20241027_101812-6631.stm
,,,EUR,,,hds-03-20241028_070037-6841.stm
,,,EUR,,,hds-03-20241029_132010-6789.stm
274151,4.00 GBP,0.00 GBP[mag][bold: off],EUR,30-10-2024,10:20:15,hds-03-20241030_102015-6775.stm
,,,EUR,,,hds-03-20241031_090157-6529.stm
271207,0.00 EUR,0.00,EUR,25-10-2024,20:05:45,hds-04-20241025_190545-6725.stm
,,,EUR,,,hds-04-20241027_123730-6901.stm
,,,EUR,,,hds-04-20241029_193437-6986.stm
,,,EUR,,,hds-04-20241030_123046-6901.stm
,,,EUR,,,hds-03-20241031_140909-6391.stm
272843,51.00 EUR,7.78,EUR,28-10-2024,18:22:38,hds-03-20241028_182238-6514.stm
,,,EUR,,,hds-04-20241031_091330-6529.stm
,,,EUR,,,hds-04-20241101_121147-7018.stm
271484,10.30 EUR,1.57,EUR,26-10-2024,16:03:00,hds-04-20241026_150300-6631.stm
275847,13.75 EUR,2.10,EUR,31-10-2024,20:39:35,hds-03-20241031_203935-6544.stm
1421595,7.00 EUR,1.07,EUR,28-10-2024,11:08:29,hds-04-20241028_110829-6862.stm
,,,EUR,,,hds-03-20241029_194135-6971.stm
,,,EUR,,,hds-04-20241026_225124-6544.stm
,,,EUR,,,hds-03-20241026_214513-6986.stm
,,,EUR,,,hds-03-20241031_113708-6684.stm
271352,24.90 EUR,3.80,EUR,26-10-2024,12:05:58,hds-04-20241026_110559-6725.stm
,,,EUR,,,hds-04-20241029_190151-6986.stm
,,,EUR,,,hds-04-20241025_170631-7018.stm
1420610,5.90 EUR,0.90,EUR,27-10-2024,18:50:01,hds-03-20241027_185001-6454.stm
275638,9.70 GBP,0.00 GBP[mag][bold: off],EUR,31-10-2024,13:23:05,hds-03-20241031_132305-6775.stm
1427183,1.10 GBP,0.00 GBP[mag][bold: off],EUR,29-10-2024,14:28:36,hds-03-20241029_142836-6352.stm
,21.20 EUR,2.59,EUR,,,hds-03-20241029_104956-6970.stm
1433892,,,EUR,31-10-2024,09:26:56,hds-04-20241031_092657-6529.stm
,,,EUR,,,hds-03-20241030_095315-7018.stm
1424798,6.50 EUR,0.99,EUR,29-10-2024,09:53:47,hds-04-20241029_095347-6862.stm
275653,4.90 GBP,0.00 GBP[mag][bold: off],EUR,31-10-2024,13:33:05,hds-04-20241031_133305-6775.stm
271904,3.50 EUR,0.54,EUR,27-10-2024,20:26:23,hds-04-20241027_202624-6544.stm
1429602,1.00 GBP,0.17 GBP[mag][bold: off],EUR,30-10-2024,08:55:12,hds-03-20241030_085513-6352.stm
,,,EUR,,,hds-04-20241030_161115-7018.stm
,,,EUR,,,hds-04-20241031_121327-6391.stm
276527,33.35 EUR,5.06,EUR,01-11-2024,14:32:39,hds-04-20241101_143239-6544.stm
271475,10.00 EUR,1.51,EUR,26-10-2024,15:50:11,hds-03-20241026_145011-6631.stm
1438281,8.00 EUR,1.22,EUR,01-11-2024,11:34:43,hds-04-20241101_113443-6862.stm
1433138,7.20 EUR,1.08,EUR,31-10-2024,07:01:02,hds-04-20241031_070102-6841.stm
,,,EUR,,,hds-03-20241029_175909-7018.stm
276179,8.80 EUR,1.34,EUR,01-11-2024,11:04:55,hds-03-20241101_110456-6631.stm
,,,EUR,,,hds-03-20241028_085446-6798.stm
,,,EUR,,,hds-03-20241029_195449-7018.stm
,,,EUR,,,hds-03-20241029_193740-7018.stm
1418206,2.40 EUR,0.37,EUR,26-10-2024,16:44:23,hds-03-20241026_154423-6454.stm
271656,0.00 EUR,0.00,EUR,26-10-2024,23:12:59,hds-03-20241026_221300-6806.stm
1441527,61.80 EUR,9.43,EUR,02-11-2024,10:07:40,hds-04-20241102_100740-6952.stm
275859,5.60 EUR,0.85,EUR,31-10-2024,21:13:22,hds-04-20241031_211323-6631.stm
,,,EUR,,,hds-04-20241025_155424-7018.stm
274873,7.80 EUR,1.19,EUR,30-10-2024,18:10:55,hds-04-20241030_181055-6631.stm
,,,EUR,,,hds-03-20241031_065638-6841.stm
1438383,15.80 EUR,2.41,EUR,01-11-2024,11:53:58,hds-03-20241101_115358-6841.stm
,,,EUR,,,hds-03-20241030_085234-6529.stm
,,,EUR,,,hds-03-20241101_130059-7018.stm
,,,EUR,,,hds-04-20241031_105334-7018.stm
272881,40.05 EUR,6.11,EUR,28-10-2024,20:39:34,hds-03-20241028_203934-6544.stm
,,,EUR,,,hds-03-20241029_190851-6559.stm
276685,15.00 EUR,2.29,EUR,01-11-2024,19:37:19,hds-03-20241101_193720-6631.stm
1428572,3.20 EUR,0.49,EUR,29-10-2024,20:30:28,hds-04-20241029_203029-6454.stm
,,,EUR,,,hds-04-20241029_193549-6986.stm
271407,2.50 EUR,0.38,EUR,26-10-2024,13:38:48,hds-03-20241026_123848-6631.stm
,,,EUR,,,hds-03-20241031_122136-6789.stm
274065,10.50 EUR,1.60,EUR,30-10-2024,09:30:23,hds-03-20241030_093024-6798.stm
,,,EUR,,,hds-03-20241026_150241-7018.stm
1437172,3.90 EUR,0.59,EUR,01-11-2024,06:07:02,hds-04-20241101_060703-6841.stm
,,,EUR,,,hds-03-20241029_190629-6986.stm
1438593,,,EUR,01-11-2024,12:08:59,hds-03-20241101_120859-6529.stm
276474,12.60 EUR,1.68,EUR,01-11-2024,13:40:42,hds-04-20241101_134043-6798.stm
,,,EUR,,,hds-03-20241028_182752-7018.stm
,,,EUR,,,hds-04-20241030_151956-6684.stm
,,,EUR,,,hds-03-20241101_141528-6862.stm
,,,EUR,,,hds-03-20241031_114119-6391.stm
,,,EUR,,,hds-03-20241028_123854-6684.stm
276187,14.95 EUR,2.29,EUR,01-11-2024,11:07:55,hds-04-20241101_110756-6725.stm
1438245,8.00 EUR,1.22,EUR,01-11-2024,11:27:11,hds-04-20241101_112711-6862.stm
,,,EUR,,,hds-03-20241102_103431-7018.stm
,,,EUR,,,hds-03-20241102_100010-6798.stm
,,,EUR,,,hds-04-20241102_092817-7018.stm
274083,8.00 EUR,1.22,EUR,30-10-2024,09:39:02,hds-04-20241030_093903-6631.stm
1421135,,,EUR,28-10-2024,09:03:31,hds-03-20241028_090331-6529.stm
274918,10.50 EUR,1.60,EUR,30-10-2024,21:00:53,hds-04-20241030_210054-6806.stm
1421117,1.00 GBP,0.17 GBP[mag][bold: off],EUR,28-10-2024,08:59:14,hds-04-20241028_085914-6352.stm
,,,EUR,,,hds-03-20241025_145024-7018.stm
1432434,4.40 EUR,0.46,EUR,30-10-2024,15:52:11,hds-04-20241030_155212-6454.stm
271292,3.00 EUR,0.46,EUR,26-10-2024,10:02:46,hds-04-20241026_090246-6798.stm
271864,7.50 EUR,1.14,EUR,27-10-2024,17:52:34,hds-04-20241027_175234-6631.stm
276219,7.00 EUR,1.07,EUR,01-11-2024,11:31:40,hds-04-20241101_113141-6798.stm
273848,1.30 EUR,0.20,EUR,29-10-2024,19:05:20,hds-04-20241029_190520-6544.stm
276724,12.00 EUR,1.77,EUR,01-11-2024,20:49:48,hds-03-20241101_204948-6631.stm
,,,EUR,,,hds-04-20241101_102152-7018.stm
1437341,2.50 EUR,0.38,EUR,01-11-2024,07:48:29,hds-03-20241101_074829-6862.stm
,,,EUR,,,hds-04-20241101_113140-6798.stm
1439690,,,EUR,01-11-2024,14:02:00,hds-03-20241101_140200-6529.stm
,,,EUR,,,hds-03-20241026_145547-7018.stm
1433342,3.50 EUR,0.53,EUR,31-10-2024,08:12:46,hds-03-20241031_081246-6841.stm
,,,EUR,,,hds-04-20241031_221655-6952.stm
271779,3.70 EUR,0.55,EUR,27-10-2024,13:52:05,hds-04-20241027_135205-6631.stm
,,,EUR,,,hds-04-20241028_093713-6798.stm
276138,8.50 EUR,0.81,EUR,01-11-2024,10:39:31,hds-04-20241101_103933-6631.stm
,,,EUR,,,hds-03-20241028_062739-6798.stm
272030,2.20 EUR,0.34,EUR,28-10-2024,08:44:36,hds-03-20241028_084436-6631.stm
1433684,7.00 EUR,1.05,EUR,31-10-2024,08:58:17,hds-03-20241031_085817-6841.stm
1419492,7.00 EUR,1.07,EUR,27-10-2024,10:29:50,hds-03-20241027_102950-6454.stm
,,,EUR,,,hds-04-20241025_162556-6775.stm
1437368,3.50 EUR,0.53,EUR,01-11-2024,08:02:21,hds-03-20241101_080221-6841.stm
,,,EUR,,,hds-03-20241030_090940-6798.stm
,,,EUR,,,hds-04-20241030_122519-6789.stm
271089,5.80 EUR,0.87,EUR,25-10-2024,15:39:17,hds-03-20241025_143917-6631.stm
272844,12.50 EUR,1.87,EUR,28-10-2024,18:25:36,hds-03-20241028_182536-6631.stm
1435289,1.50 EUR,0.23,EUR,31-10-2024,12:28:17,hds-04-20241031_122817-6862.stm
1422162,6.00 EUR,0.91,EUR,28-10-2024,12:12:56,hds-03-20241028_121256-6862.stm
,,,EUR,,,hds-03-20241102_085228-7018.stm
276553,8.30 EUR,1.27,EUR,01-11-2024,15:27:05,hds-03-20241101_152706-6631.stm
273680,3.50 EUR,0.53,EUR,29-10-2024,13:42:45,hds-04-20241029_134246-6798.stm
271305,8.70 EUR,0.87,EUR,26-10-2024,10:45:20,hds-03-20241026_094521-6798.stm
,,,EUR,,,hds-04-20241027_110756-7018.stm
,,,EUR,,,hds-04-20241030_162249-7018.stm
272991,3.00 EUR,0.43,EUR,29-10-2024,08:41:10,hds-04-20241029_084110-6631.stm
,,,EUR,,,hds-04-20241030_084710-6798.stm
,,,EUR,,,hds-04-20241030_073052-6798.stm
,,,EUR,,,hds-03-20241025_220418-6514.stm
274851,7.15 GBP,0.00 GBP[mag][bold: off],EUR,30-10-2024,16:57:56,hds-04-20241030_165757-6775.stm
271546,17.05 EUR,2.28,EUR,26-10-2024,18:17:13,hds-04-20241026_171714-6725.stm
,,,EUR,,,hds-04-20241026_091548-6798.stm
273796,22.75 EUR,3.47,EUR,29-10-2024,16:21:59,hds-04-20241029_162159-6544.stm
271465,7.50 EUR,1.07,EUR,26-10-2024,15:23:24,hds-03-20241026_142324-6631.stm
273923,6.00 EUR,0.69,EUR,30-10-2024,07:30:52,hds-04-20241030_073053-6798.stm
,,,EUR,,,hds-03-20241026_134308-6514.stm
1417930,2.40 EUR,0.37,EUR,26-10-2024,14:29:12,hds-04-20241026_132912-6454.stm
,,,EUR,,,hds-04-20241028_113933-6798.stm
1432535,1.50 EUR,0.23,EUR,30-10-2024,17:01:44,hds-03-20241030_170145-6454.stm
276575,45.60 EUR,5.96,EUR,01-11-2024,15:56:41,hds-03-20241101_155652-6683.stm
,,,EUR,,,hds-04-20241030_181808-7018.stm
1429429,1.00 GBP,0.17 GBP[mag][bold: off],EUR,30-10-2024,08:30:20,hds-03-20241030_083020-6352.stm
274696,7.90 GBP,0.00 GBP[mag][bold: off],EUR,30-10-2024,13:42:54,hds-04-20241030_134255-6391.stm
1421619,8.00 EUR,1.22,EUR,28-10-2024,11:16:06,hds-04-20241028_111606-6862.stm
273812,115.05 EUR,17.86,EUR,29-10-2024,16:55:57,hds-03-20241029_165558-6605.stm
276748,16.00 EUR,2.44,EUR,01-11-2024,21:36:48,hds-04-20241101_213648-6806.stm
,,,EUR,,,hds-04-20241028_102038-6798.stm
276761,16.90 EUR,2.57,EUR,01-11-2024,22:40:45,hds-03-20241101_224045-6544.stm
1429772,,,EUR,30-10-2024,09:24:34,hds-03-20241030_092434-6529.stm
,,,EUR,,,hds-04-20241030_134254-6391.stm
272863,3.80 EUR,0.59,EUR,28-10-2024,19:30:59,hds-04-20241028_193100-6544.stm
,,,EUR,,,hds-04-20241029_190341-6986.stm
,,,EUR,,,hds-04-20241029_084409-6798.stm
,,,EUR,,,hds-03-20241028_164259-7013.stm
,,,EUR,,,hds-03-20241029_180129-7018.stm
272939,5.50 EUR,0.84,EUR,29-10-2024,07:52:23,hds-04-20241029_075224-6798.stm
,,,EUR,,,hds-03-20241031_084657-7013.stm
,,,EUR,,,hds-03-20241101_165155-7018.stm
,,,EUR,,,hds-03-20241029_191127-6986.stm
,,,EUR,,,hds-03-20241031_110948-6683.stm
,,,EUR,,,hds-04-20241026_183817-6986.stm
,,,EUR,,,hds-03-20241026_093309-6798.stm
275255,9.50 EUR,1.44,EUR,31-10-2024,11:00:55,hds-03-20241031_110055-6798.stm
,,,EUR,,,hds-03-20241028_080735-6798.stm
1421616,0.00 EUR,0.00,EUR,28-10-2024,11:15:21,hds-04-20241028_111521-6862.stm
,,,EUR,,,hds-04-20241028_141954-6529.stm
1420080,2.00 EUR,0.31,EUR,27-10-2024,14:02:16,hds-03-20241027_140216-6454.stm
,,,EUR,,,hds-03-20241029_213909-6986.stm
1439227,5.00 EUR,0.76,EUR,01-11-2024,12:57:39,hds-04-20241101_125740-6841.stm
,,,EUR,,,hds-03-20241027_171813-7018.stm
1421702,1.50 EUR,0.23,EUR,28-10-2024,11:38:19,hds-03-20241028_113819-6862.stm
